"" "reference" "size" "megan.taxonomy" "classification" "identity" "OTU_A" "OTU_B" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"ITA87PB02C7GS8" "A227" "ITA87PB02C7GS8" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2059" "0" "Fungi" "-53.652604319423" "Ascomycota" "-53.652604319423" "Lecanoromycetes" "-53.652604319423" "Lecanorales" "-53.652604319423" "Lecanoraceae" "-53.652604319423" "Evernia/Tuckermannopsis" "-52.2663099583031" "Evernia/Tuckermannopsis" "-52.2663099583031"
"ITA87PB02D2HMK" "A227" "ITA87PB02D2HMK" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2060" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales" "-52.2663099583031" "Parmeliaceae" "-52.2663099583031" "Evernia" "-52.2663099583031" "Evernia" "-52.2663099583031"
"ITA87PB02D4EDX" "A227" "ITA87PB02D4EDX" "2" " Not assigned; 100;" "otu" "*" "OTU_2061" "0" "Fungi" "-202.627488183476" "Basidiomycota" "-100.21513180307" "Tremellomycetes" "-100.21513180307" "Tremellales" "-100.21513180307" "Sirobasidiaceae" "-100.21513180307" "Trichosporon" "-54.163429943189" "Tremellaceae" "-78.3932536774554"
"ITA87PB02DBN3E" "A227" "ITA87PB02DBN3E" "2" " Not assigned; 100;" "otu" "*" "OTU_2062" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-101.670419035677" "Tremellomycetes" "-101.670419035677" "Tremellales" "-101.670419035677" "Sirobasidiaceae" "-101.670419035677" "Sirobasidium" "-43.9722603182011" "Tremellaceae" "-75.9853080688035"
"ITA87PB02DNFZI" "A227" "ITA87PB02DNFZI" "2" " Not assigned; 100;" "otu" "*" "OTU_2063" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-93.7128416321959" "Tremellomycetes" "-93.7128416321959" "Tremellales" "-93.7128416321959" "Sirobasidiaceae" "-93.7128416321959" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-72.0732850633754"
"ITA87PB02C3L0V" "A227" "ITA87PB02C3L0V" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2064" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales" "-52.2663099583031" "Parmeliaceae" "-52.2663099583031" "Evernia" "-52.2663099583031" "Evernia" "-52.2663099583031"
"ITA87PB02EVBO0" "A227" "ITA87PB02EVBO0" "2" " Not assigned; 100;" "otu" "*" "OTU_2065" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-93.7128416321959" "Tremellomycetes" "-93.7128416321959" "Tremellales" "-93.7128416321959" "Sirobasidiaceae" "-93.7128416321959" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-72.0732850633754"
"ITA87PB02EUMY5" "A227" "ITA87PB02EUMY5" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2066" "0" "Fungi" "-12.2060726455302" "Ascomycota" "-12.2060726455302" "Lecanoromycetes/Leotiomycetes" "-12.2060726455302" "Lecanorales/Rhytismatales" "-12.2060726455302" "Cladoniaceae/Rhytismataceae" "-12.2060726455302" "Cladonia/Coccomyces/Lophodermium" "-12.2060726455302" "Cladonia/Coccomyces/Lophodermium" "-12.2060726455302"
"ITA87PB02D1651" "A227" "ITA87PB02D1651" "2" " Not assigned; 100;" "otu" "*" "OTU_2067" "0" "Fungi" "-84.5025012602197" "Basidiomycota" "-60.0903559691594" "Tremellomycetes" "-60.0903559691594" "Tremellales" "-60.0903559691594" "Sirobasidiaceae" "-60.0903559691594" "Glomus/Sebacina" "-43.7491167668869" "Tremellaceae" "-52.2663099583031"
"ITA87PB02EOM10" "A227" "ITA87PB02EOM10" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2068" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales/Teloschistales" "-52.2663099583031" "Parmeliaceae/Teloschistaceae" "-52.2663099583031" "Caloplaca/Evernia" "-52.2663099583031" "Caloplaca/Evernia" "-52.2663099583031"
"ITA87PB02DBM67" "A227" "ITA87PB02DBM67" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2069" "0" "Fungi" "-30.8498969407968" "unidentified" "-30.8498969407968" "unidentified" "-30.8498969407968" "unidentified" "-30.8498969407968" "unidentified" "-30.8498969407968" "unidentified" "-30.8498969407968" "uncultured" "-30.8498969407968"
"ITA87PB02EJM35" "A227" "ITA87PB02EJM35" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2070" "0" "Fungi" "-56.1783329637313" "Ascomycota" "-56.1783329637313" "Lecanoromycetes" "-56.1783329637313" "Lecanorales" "-56.1783329637313" "Lecanoraceae" "-56.1783329637313" "Tuckermannopsis" "-55.2620422318571" "Tuckermannopsis" "-55.2620422318571"
"ITA87PB02EH8XN" "A227" "ITA87PB02EH8XN" "2" " Not assigned; 100;" "otu" "*" "OTU_2071" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-93.7128416321959" "Tremellomycetes" "-93.7128416321959" "Tremellales" "-93.7128416321959" "Sirobasidiaceae" "-93.7128416321959" "Trichosporon" "-47.661139772315" "Tremellaceae" "-72.0732850633754"
"ITA87PB02EJ5DJ" "A227" "ITA87PB02EJ5DJ" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2072" "0" "Fungi" "-37.3521871116707" "Ascomycota" "-37.3521871116707" "Lecanoromycetes" "-37.3521871116707" "Lecanorales" "-37.3521871116707" "Cladoniaceae" "-37.3521871116707" "Cladonia" "-37.3521871116707" "Cladonia" "-37.3521871116707"
"ITA87PB02C7YGA" "A227" "ITA87PB02C7YGA" "2" " Not assigned; 100;" "otu" "*" "OTU_2073" "0" "Fungi" "-166.990099499897" "Basidiomycota" "-68.3844056092614" "Tremellomycetes" "-68.3844056092614" "Tremellales" "-68.3844056092614" "Sirobasidiaceae" "-68.3844056092614" "Glomus/Sebacina" "-43.0559695863269" "Tremellaceae" "-51.8608448501949"
"ITA87PB02CYU00" "A227" "ITA87PB02CYU00" "2" " Not assigned; 100;" "otu" "*" "OTU_2074" "0" "Fungi" "-193.773822755439" "Basidiomycota" "-95.32227954463" "Tremellomycetes" "-95.32227954463" "Tremellales" "-95.32227954463" "Sirobasidiaceae" "-95.32227954463" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-69.5883784135874"
"ITA87PB02D4IZA" "A227" "ITA87PB02D4IZA" "2" " Not assigned; 100;" "otu" "*" "OTU_2075" "0" "Fungi" "-170.902122505325" "Basidiomycota" "-68.3844056092614" "Tremellomycetes" "-68.3844056092614" "Tremellales" "-68.3844056092614" "Sirobasidiaceae" "-68.3844056092614" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-51.8608448501949"
"ITA87PB02DUI7I" "A227" "ITA87PB02DUI7I" "2" " Not assigned; 100;" "otu" "*" "OTU_2076" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-93.7128416321959" "Tremellomycetes" "-93.7128416321959" "Tremellales" "-93.7128416321959" "Sirobasidiaceae" "-93.7128416321959" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-68.3844056092614"
"ITA87PB02ENT3R" "A227" "ITA87PB02ENT3R" "2" " Not assigned; 100;" "otu" "*" "OTU_2077" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-93.7128416321959" "Tremellomycetes" "-93.7128416321959" "Tremellales" "-93.7128416321959" "Sirobasidiaceae" "-93.7128416321959" "Sirobasidium" "-43.9722603182011" "Tremellaceae" "-72.0732850633754"
"ITA87PB02DAX1Q" "A227" "ITA87PB02DAX1Q" "2" " Not assigned; 100;" "otu" "*" "OTU_2078" "0" "Fungi" "-166.990099499897" "Basidiomycota" "-68.3844056092614" "Tremellomycetes" "-68.3844056092614" "Tremellales" "-68.3844056092614" "Sirobasidiaceae" "-68.3844056092614" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-51.8608448501949"
"ITA87PB02DC1WV" "A227" "ITA87PB02DC1WV" "2" " Not assigned; 100;" "otu" "*" "OTU_2079" "0" "Fungi" "-203.831460987802" "Basidiomycota" "-101.670419035677" "Tremellomycetes" "-101.670419035677" "Tremellales" "-101.670419035677" "Sirobasidiaceae" "-101.670419035677" "Sirobasidium" "-43.9722603182011" "Tremellaceae" "-75.9853080688035"
"ITA87PB02DSHCY" "A227" "ITA87PB02DSHCY" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2080" "0" "Fungi" "-243.380872676809" "Ascomycota" "-243.380872676809" "Lecanoromycetes" "-243.380872676809" "Rhizocarpales" "-243.380872676809" "Rhizocarpaceae" "-243.380872676809" "Rhizocarpon" "-243.380872676809" "Rhizocarpon" "-243.380872676809"
"ITA87PB02DYADZ" "A227" "ITA87PB02DYADZ" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2081" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales" "-52.2663099583031" "Parmeliaceae" "-52.2663099583031" "Evernia" "-52.2663099583031" "Evernia" "-52.2663099583031"
"ITA87PB02C4UH1" "A227" "ITA87PB02C4UH1" "2" " Not assigned; 100;" "otu" "*" "OTU_2082" "0" "Fungi" "-190.015950429838" "Basidiomycota" "-87.6035940494316" "Tremellomycetes" "-87.6035940494316" "Tremellales" "-87.6035940494316" "Sirobasidiaceae" "-87.6035940494316" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-65.6763554081592"
"ITA87PB02EA7U0" "A227" "ITA87PB02EA7U0" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_2083" "0" "Fungi" "-232.561094392399" "Basidiomycota" "-232.561094392399" "Tremellomycetes" "-232.561094392399" "Tremellales" "-232.561094392399" "Sirobasidiaceae" "-232.561094392399" "Cryptococcus" "-106.8352050096" "Tremellomycetes" "-108.22149937072"
"ITA87PB02D1BRB" "A227" "ITA87PB02D1BRB" "2" " Not assigned; 100;" "otu" "*" "OTU_2084" "0" "Fungi" "-122.54783555245" "Basidiomycota" "-61.0711852221711" "Tremellomycetes" "-61.0711852221711" "Tremellales" "-61.0711852221711" "Sirobasidiaceae" "-61.0711852221711" "Glomus/Sebacina" "-43.0559695863269" "Tremellaceae" "-52.2663099583031"
"ITA87PB02D87AX" "A227" "ITA87PB02D87AX" "2" " Not assigned; 100;" "otu" "*" "OTU_2085" "0" "Fungi" "-158.185224236029" "Basidiomycota" "-60.7835031497193" "Tremellomycetes" "-60.7835031497193" "Tremellales" "-60.7835031497193" "Sirobasidiaceae" "-60.7835031497193" "Glomus/Sebacina" "-43.0559695863269" "Tremellaceae" "-51.8608448501949"
"ITA87PB02C4A3U" "A227" "ITA87PB02C4A3U" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_2086" "0" "Fungi" "-212.754119287326" "Basidiomycota" "-118.124986923256" "Tremellomycetes" "-118.124986923256" "Tremellales" "-118.124986923256" "Sirobasidiaceae" "-118.124986923256" "Trichosporon" "-68.3844056092614" "Tremellaceae/Tremellales" "-87.4982335337737"
"ITA87PB02EIWNW" "A227" "ITA87PB02EIWNW" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2087" "0" "Fungi" "-59.972572933503" "Ascomycota" "-59.972572933503" "Lecanoromycetes" "-59.972572933503" "Lecanorales" "-59.972572933503" "Lecanoraceae" "-59.972572933503" "Tuckermannopsis" "-58.7686001291771" "Tuckermannopsis" "-58.7686001291771"
"ITA87PB02ENLM1" "A227" "ITA87PB02ENLM1" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2088" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales" "-52.2663099583031" "Parmeliaceae" "-52.2663099583031" "Evernia" "-52.2663099583031" "Evernia" "-52.2663099583031"
"ITA87PB02DOLJ1" "A227" "ITA87PB02DOLJ1" "2" " Not assigned; 100;" "otu" "*" "OTU_2089" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-97.9125467100759" "Tremellomycetes" "-97.9125467100759" "Tremellales" "-97.9125467100759" "Sirobasidiaceae" "-97.9125467100759" "Sirobasidium" "-43.9722603182011" "Tremellaceae" "-75.9853080688035"
"ITA87PB02ERPED" "A227" "ITA87PB02ERPED" "2" " Not assigned; 100;" "otu" "*" "OTU_2090" "0" "Fungi" "-211.837828555452" "Basidiomycota" "-109.137790102594" "Tremellomycetes" "-109.137790102594" "Tremellales" "-109.137790102594" "Sirobasidiaceae" "-109.137790102594" "Trichosporon" "-63.0860882427134" "Tremellaceae" "-86.1119391726538"
"ITA87PB02EFCAS" "A227" "ITA87PB02EFCAS" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2091" "0" "Fungi" "-56.1783329637313" "Ascomycota" "-56.1783329637313" "Lecanoromycetes" "-56.1783329637313" "Lecanorales" "-56.1783329637313" "Lecanoraceae/Parmeliaceae" "-56.1783329637313" "Tuckermannopsis" "-56.1783329637313" "Tuckermannopsis" "-56.1783329637313"
"ITA87PB02ERSG2" "A227" "ITA87PB02ERSG2" "2" " Not assigned; 100;" "otu" "*" "OTU_2092" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-97.9125467100759" "Tremellomycetes" "-97.9125467100759" "Tremellales" "-97.9125467100759" "Sirobasidiaceae" "-97.9125467100759" "Sirobasidium" "-43.9722603182011" "Tremellomycetes" "-86.3996212451056"
"ITA87PB02DX1BE" "A227" "ITA87PB02DX1BE" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2093" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales" "-52.2663099583031" "Parmeliaceae" "-52.2663099583031" "Evernia" "-52.2663099583031" "Evernia" "-52.2663099583031"
"ITA87PB02ED7IU" "A227" "ITA87PB02ED7IU" "2" " Not assigned; 100;" "otu" "*" "OTU_2094" "0" "Fungi" "-92.1034037197618" "Basidiomycota" "-61.4766503302793" "Tremellomycetes" "-61.4766503302793" "Tremellales" "-61.4766503302793" "Sirobasidiaceae" "-61.4766503302793" "Glomus/Sebacina" "-43.7491167668869" "Tremellaceae" "-52.2663099583031"
"ITA87PB02D4S4R" "A227" "ITA87PB02D4S4R" "2" " Not assigned; 100;" "otu" "*" "OTU_2095" "0" "Fungi" "-186.509392532518" "Basidiomycota" "-83.8093540796598" "Tremellomycetes" "-83.8093540796598" "Tremellales" "-83.8093540796598" "Sirobasidiaceae" "-83.8093540796598" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-62.1697975108392"
"ITA87PB02D6R3F" "A227" "ITA87PB02D6R3F" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_2096" "0" "Fungi" "-220.355021746868" "Basidiomycota" "-118.124986923256" "Tremellomycetes" "-118.124986923256" "Tremellales" "-118.124986923256" "Sirobasidiaceae" "-118.124986923256" "Trichosporon" "-68.3844056092614" "Tremellaceae" "-92.6142293435278"
"ITA87PB02DG7N8" "A227" "ITA87PB02DG7N8" "2" " Not assigned; 100;" "otu" "*" "OTU_2097" "0" "Fungi" "-200.324903090482" "Basidiomycota" "-97.9125467100759" "Tremellomycetes" "-97.9125467100759" "Tremellales" "-97.9125467100759" "Sirobasidiaceae" "-97.9125467100759" "Sirobasidium" "-43.9722603182011" "Tremellaceae" "-75.9853080688035"
"ITA87PB02D040B" "A227" "ITA87PB02D040B" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2098" "0" "Fungi" "-11.869600408909" "Ascomycota" "-11.869600408909" "Lecanoromycetes/Leotiomycetes" "-11.869600408909" "Lecanorales/Rhytismatales" "-11.869600408909" "Cladoniaceae/Rhytismataceae" "-11.869600408909" "Cladonia/Coccomyces/Lophodermium" "-11.869600408909" "Cladonia/Coccomyces/Lophodermium" "-11.869600408909"
"ITA87PB02DO9X8" "A227" "ITA87PB02DO9X8" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2099" "0" "Fungi" "-52.2663099583031" "Ascomycota" "-52.2663099583031" "Lecanoromycetes" "-52.2663099583031" "Lecanorales" "-52.2663099583031" "Parmeliaceae" "-52.2663099583031" "Evernia" "-52.2663099583031" "Evernia" "-52.2663099583031"
"ITA87PB02EGI2F" "A227" "ITA87PB02EGI2F" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2100" "0" "Fungi" "-271.705040973297" "Ascomycota" "-271.705040973297" "Lecanoromycetes" "-271.705040973297" "Lecanorales" "-271.705040973297" "Lecanoraceae" "-271.705040973297" "Lecanora" "-271.705040973297" "Lecanora" "-271.705040973297"
"ITA87PB02DFSNB" "A227" "ITA87PB02DFSNB" "2" " Not assigned; 100;" "otu" "*" "OTU_2101" "0" "Fungi" "-196.412880085054" "Basidiomycota" "-93.7128416321959" "Tremellomycetes" "-93.7128416321959" "Tremellales" "-93.7128416321959" "Sirobasidiaceae" "-93.7128416321959" "Glomus/Sebacina" "-42.6505044782188" "Tremellaceae" "-72.0732850633754"
"ITA87PB02D9IF6" "A227" "ITA87PB02D9IF6" "2" " Not assigned; 100;" "otu" "*" "OTU_2102" "0" "Fungi" "-183.513660258964" "Basidiomycota" "-85.1956484407797" "Tremellomycetes" "-85.1956484407797" "Tremellales" "-85.1956484407797" "Sirobasidiaceae" "-85.1956484407797" "Massarina" "-43.9722603182011" "Tremellaceae" "-55.4851857831713"
"ITA87PB02EHGT1" "A227" "ITA87PB02EHGT1" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora swartzii; 100;" "otu" "*" "OTU_2103" "0" "Fungi" "-56.1783329637313" "Ascomycota" "-56.1783329637313" "Lecanoromycetes" "-56.1783329637313" "Lecanorales" "-56.1783329637313" "Lecanoraceae/Parmeliaceae" "-56.1783329637313" "Tuckermannopsis" "-56.1783329637313" "Tuckermannopsis" "-56.1783329637313"
"ITA87PB02EGVVO" "A227" "ITA87PB02EGVVO" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_2104" "0" "Fungi" "-212.754119287326" "Basidiomycota" "-118.124986923256" "Tremellomycetes" "-118.124986923256" "Tremellales" "-118.124986923256" "Sirobasidiaceae" "-118.124986923256" "Trichosporon" "-68.3844056092614" "Tremellaceae" "-87.4982335337737"
"ITA87PB02C0MQN" "A194" "ITA87PB02C0MQN" "2" " Not assigned; 100;" "otu" "*" "OTU_2105" "0" "Fungi" "-102.923182004172" "Ascomycota" "-99.011158998744" "Eurotiomycetes" "-99.011158998744" "Chaetothyriales" "-99.011158998744" "Herpotrichiellaceae" "-99.011158998744" "Placopyrenium" "-92.4600786637006" "Chaetothyriales/Herpotrichiellaceae" "-99.011158998744"
"ITA87PB02DWZ1C" "A194" "ITA87PB02DWZ1C" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Eurotiomycetes; 100; Chaetothyriomycetidae; 100; Verrucariales; 100; Verrucariaceae; 100; Bagliettoa; 100; Bagliettoa marmorea; 100;" "otu" "*" "OTU_2106" "0" "Fungi" "-128.251618027107" "Ascomycota" "-124.444955537336" "Eurotiomycetes" "-124.444955537336" "Chaetothyriales" "-124.444955537336" "Herpotrichiellaceae" "-124.444955537336" "Placopyrenium" "-117.942665366462" "Chaetothyriales/Herpotrichiellaceae" "-124.444955537336"
"ITA87PB02CWY8E" "A194" "ITA87PB02CWY8E" "2" " Not assigned; 100;" "otu" "*" "OTU_2107" "0" "Fungi" "-115.485929593641" "Ascomycota" "-111.72805726804" "Eurotiomycetes" "-111.72805726804" "Chaetothyriales" "-111.72805726804" "Herpotrichiellaceae" "-111.72805726804" "Placopyrenium" "-105.225767097166" "Chaetothyriales/Herpotrichiellaceae" "-111.72805726804"
