"" "reference" "size" "megan.taxonomy" "classification" "identity" "OTU_A" "OTU_B" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"ITA87PB02DFM70" "A194" "ITA87PB02DFM70" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2108" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02DU3RJ" "A194" "ITA87PB02DU3RJ" "2" " Not assigned; 100;" "otu" "*" "OTU_2109" "0" "Fungi" "-95.32227954463" "Ascomycota" "-95.32227954463" "Eurotiomycetes" "-95.32227954463" "Chaetothyriales" "-95.32227954463" "Herpotrichiellaceae" "-95.32227954463" "Cladophialophora/Cyphellophora" "-86.3996212451056" "Herpotrichiellaceae" "-95.32227954463"
"ITA87PB02DYIUH" "A194" "ITA87PB02DYIUH" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2110" "0" "Fungi" "-223.350754020422" "Ascomycota" "-223.350754020422" "Lecanoromycetes" "-223.350754020422" "Rhizocarpales" "-223.350754020422" "Rhizocarpaceae" "-223.350754020422" "Rhizocarpon" "-223.350754020422" "Rhizocarpon" "-223.350754020422"
"ITA87PB02DM15E" "A194" "ITA87PB02DM15E" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2111" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02DRHZD" "A194" "ITA87PB02DRHZD" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_2112" "0" "Fungi" "-131.247350300661" "Basidiomycota" "-131.247350300661" "Tremellomycetes" "-131.247350300661" "Tremellales" "-131.247350300661" "Sirobasidiaceae" "-131.247350300661" "Cryptococcus" "-82.1999161672257" "Tremellomycetes" "-90.1574935707065"
"ITA87PB02D3Z9P" "A194" "ITA87PB02D3Z9P" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2113" "0" "Fungi" "-215.344386452772" "Ascomycota" "-215.344386452772" "Lecanoromycetes" "-215.344386452772" "Rhizocarpales" "-215.344386452772" "Rhizocarpaceae" "-215.344386452772" "Rhizocarpon" "-215.344386452772" "Rhizocarpon" "-215.344386452772"
"ITA87PB02DMI1F" "A194" "ITA87PB02DMI1F" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2114" "0" "Fungi" "-241.078287583815" "Ascomycota" "-241.078287583815" "Lecanoromycetes" "-241.078287583815" "Rhizocarpales" "-241.078287583815" "Rhizocarpaceae" "-241.078287583815" "Rhizocarpon" "-241.078287583815" "Rhizocarpon" "-241.078287583815"
"ITA87PB02D4BL4" "A194" "ITA87PB02D4BL4" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2115" "0" "Fungi" "-230.769334923171" "Ascomycota" "-230.769334923171" "Lecanoromycetes" "-230.769334923171" "Rhizocarpales" "-230.769334923171" "Rhizocarpaceae" "-230.769334923171" "Rhizocarpon" "-230.769334923171" "Rhizocarpon" "-230.769334923171"
"ITA87PB02CXCRZ" "A194" "ITA87PB02CXCRZ" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2116" "0" "Fungi" "-238.370237382713" "Ascomycota" "-238.370237382713" "Lecanoromycetes" "-238.370237382713" "Rhizocarpales" "-238.370237382713" "Rhizocarpaceae" "-238.370237382713" "Rhizocarpon" "-238.370237382713" "Rhizocarpon" "-238.370237382713"
"ITA87PB02EGFQF" "A194" "ITA87PB02EGFQF" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_2117" "0" "Fungi" "-129.861055939541" "Basidiomycota" "-129.861055939541" "Tremellomycetes" "-129.861055939541" "Tremellales" "-129.861055939541" "Sirobasidiaceae" "-129.861055939541" "Penicillium/Talaromyces" "-51.8608448501949" "Tremellomycetes" "-92.7965509003218"
"ITA87PB02DKVB3" "A194" "ITA87PB02DKVB3" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Eurotiomycetes; 100; Chaetothyriomycetidae; 100; Verrucariales; 100; Verrucariaceae; 100; Bagliettoa; 100; Bagliettoa marmorea; 100;" "otu" "*" "OTU_2118" "0" "Fungi" "-124.444955537336" "Ascomycota" "-120.650715567565" "Eurotiomycetes" "-120.650715567565" "Chaetothyriales" "-120.650715567565" "Herpotrichiellaceae" "-120.650715567565" "Placopyrenium" "-114.030642361034" "Chaetothyriales/Herpotrichiellaceae" "-120.650715567565"
"ITA87PB02DIHO3" "A194" "ITA87PB02DIHO3" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2119" "0" "Fungi" "-243.380872676809" "Ascomycota" "-243.380872676809" "Lecanoromycetes" "-243.380872676809" "Rhizocarpales" "-243.380872676809" "Rhizocarpaceae" "-243.380872676809" "Rhizocarpon" "-243.380872676809" "Rhizocarpon" "-243.380872676809"
"ITA87PB02DH9RC" "A194" "ITA87PB02DH9RC" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2120" "0" "Fungi" "-241.078287583815" "Ascomycota" "-241.078287583815" "Lecanoromycetes" "-241.078287583815" "Rhizocarpales" "-241.078287583815" "Rhizocarpaceae" "-241.078287583815" "Rhizocarpon" "-241.078287583815" "Rhizocarpon" "-241.078287583815"
"ITA87PB02D02YO" "A194" "ITA87PB02D02YO" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2121" "0" "Fungi" "-235.779970217267" "Ascomycota" "-235.779970217267" "Lecanoromycetes" "-235.779970217267" "Rhizocarpales" "-235.779970217267" "Rhizocarpaceae" "-235.779970217267" "Rhizocarpon" "-235.779970217267" "Rhizocarpon" "-235.779970217267"
"ITA87PB02DOYBL" "A194" "ITA87PB02DOYBL" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2122" "0" "Fungi" "-270.318746612178" "Ascomycota" "-270.318746612178" "Lecanoromycetes" "-270.318746612178" "Rhizocarpales" "-270.318746612178" "Rhizocarpaceae" "-270.318746612178" "Rhizocarpon" "-270.318746612178" "Rhizocarpon" "-270.318746612178"
"ITA87PB02DQMI6" "A194" "ITA87PB02DQMI6" "2" " Not assigned; 100;" "otu" "*" "OTU_2123" "0" "Fungi" "-95.32227954463" "Ascomycota" "-95.32227954463" "Eurotiomycetes" "-95.32227954463" "Chaetothyriales" "-95.32227954463" "Herpotrichiellaceae" "-95.32227954463" "Cladophialophora/Cyphellophora" "-86.3996212451056" "Herpotrichiellaceae" "-95.32227954463"
"ITA87PB02DIOIM" "A194" "ITA87PB02DIOIM" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2124" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02C1BL2" "A194" "ITA87PB02C1BL2" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2125" "0" "Fungi" "-229.565362118845" "Ascomycota" "-229.565362118845" "Lecanoromycetes" "-229.565362118845" "Rhizocarpales" "-229.565362118845" "Rhizocarpaceae" "-229.565362118845" "Rhizocarpon" "-229.565362118845" "Rhizocarpon" "-229.565362118845"
"ITA87PB02ETMYH" "A194" "ITA87PB02ETMYH" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2126" "0" "Fungi" "-240.672822475707" "Ascomycota" "-240.672822475707" "Lecanoromycetes" "-240.672822475707" "Rhizocarpales" "-240.672822475707" "Rhizocarpaceae" "-240.672822475707" "Rhizocarpon" "-240.672822475707" "Rhizocarpon" "-240.672822475707"
"ITA87PB02C0LAN" "A194" "ITA87PB02C0LAN" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2127" "0" "Fungi" "-223.350754020422" "Ascomycota" "-223.350754020422" "Lecanoromycetes" "-223.350754020422" "Rhizocarpales" "-223.350754020422" "Rhizocarpaceae" "-223.350754020422" "Rhizocarpon" "-223.350754020422" "Rhizocarpon" "-223.350754020422"
"ITA87PB02EN2CT" "A194" "ITA87PB02EN2CT" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2128" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02DBTIK" "A194" "ITA87PB02DBTIK" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2129" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02CYG18" "A194" "ITA87PB02CYG18" "2" " Not assigned; 100;" "otu" "*" "OTU_2130" "0" "Fungi" "-95.32227954463" "Ascomycota" "-95.32227954463" "Eurotiomycetes" "-95.32227954463" "Chaetothyriales" "-95.32227954463" "Herpotrichiellaceae" "-95.32227954463" "Cladophialophora/Cyphellophora" "-86.3996212451056" "Herpotrichiellaceae" "-95.32227954463"
"ITA87PB02C2TDN" "A194" "ITA87PB02C2TDN" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2131" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02D6CSP" "A194" "ITA87PB02D6CSP" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2132" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02DGYWA" "A194" "ITA87PB02DGYWA" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2133" "0" "Fungi" "-265.153960638254" "Ascomycota" "-265.153960638254" "Lecanoromycetes" "-265.153960638254" "Rhizocarpales" "-265.153960638254" "Rhizocarpaceae" "-265.153960638254" "Rhizocarpon" "-265.153960638254" "Rhizocarpon" "-265.153960638254"
"ITA87PB02DXQR0" "A194" "ITA87PB02DXQR0" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2134" "0" "Fungi" "-238.370237382713" "Ascomycota" "-238.370237382713" "Lecanoromycetes" "-238.370237382713" "Rhizocarpales" "-238.370237382713" "Rhizocarpaceae" "-238.370237382713" "Rhizocarpon" "-238.370237382713" "Rhizocarpon" "-238.370237382713"
"ITA87PB02DRB3W" "A194" "ITA87PB02DRB3W" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2135" "0" "Fungi" "-238.370237382713" "Ascomycota" "-238.370237382713" "Lecanoromycetes" "-238.370237382713" "Rhizocarpales" "-238.370237382713" "Rhizocarpaceae" "-238.370237382713" "Rhizocarpon" "-238.370237382713" "Rhizocarpon" "-238.370237382713"
"ITA87PB02DFXFP" "A194" "ITA87PB02DFXFP" "2" " Not assigned; 100;" "otu" "*" "OTU_2136" "0" "Fungi" "-95.32227954463" "Ascomycota" "-95.32227954463" "Eurotiomycetes" "-95.32227954463" "Chaetothyriales" "-95.32227954463" "Herpotrichiellaceae" "-95.32227954463" "Cladophialophora/Cyphellophora" "-86.3996212451056" "Herpotrichiellaceae" "-95.32227954463"
"ITA87PB02C9P3H" "A194" "ITA87PB02C9P3H" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2137" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
"ITA87PB02DZVBJ" "A194" "ITA87PB02DZVBJ" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Eurotiomycetes; 100; Chaetothyriomycetidae; 100; Verrucariales; 100; Verrucariaceae; 100; Bagliettoa; 100; Bagliettoa marmorea; 100;" "otu" "*" "OTU_2138" "0" "Fungi" "-129.455590831433" "Ascomycota" "-125.543567826004" "Eurotiomycetes" "-125.543567826004" "Chaetothyriales" "-125.543567826004" "Herpotrichiellaceae" "-125.543567826004" "Placopyrenium" "-119.04127765513" "Chaetothyriales/Herpotrichiellaceae" "-125.543567826004"
"ITA87PB02D3ID7" "A194" "ITA87PB02D3ID7" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2139" "0" "Fungi" "-234.863679485393" "Ascomycota" "-234.863679485393" "Lecanoromycetes" "-234.863679485393" "Rhizocarpales" "-234.863679485393" "Rhizocarpaceae" "-234.863679485393" "Rhizocarpon" "-234.863679485393" "Rhizocarpon" "-234.863679485393"
"ITA87PB02EC65T" "A194" "ITA87PB02EC65T" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2140" "0" "Fungi" "-243.380872676809" "Ascomycota" "-243.380872676809" "Lecanoromycetes" "-243.380872676809" "Rhizocarpales" "-243.380872676809" "Rhizocarpaceae" "-243.380872676809" "Rhizocarpon" "-243.380872676809" "Rhizocarpon" "-243.380872676809"
"ITA87PB02D4PC5" "A194" "ITA87PB02D4PC5" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2141" "0" "Fungi" "-249.883162847683" "Ascomycota" "-249.883162847683" "Lecanoromycetes" "-249.883162847683" "Rhizocarpales" "-249.883162847683" "Rhizocarpaceae" "-249.883162847683" "Rhizocarpon" "-249.883162847683" "Rhizocarpon" "-249.883162847683"
"ITA87PB02DYY6F" "A194" "ITA87PB02DYY6F" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2142" "0" "Fungi" "-235.779970217267" "Ascomycota" "-235.779970217267" "Lecanoromycetes" "-235.779970217267" "Rhizocarpales" "-235.779970217267" "Rhizocarpaceae" "-235.779970217267" "Rhizocarpon" "-235.779970217267" "Rhizocarpon" "-235.779970217267"
"ITA87PB02EAGIN" "A194" "ITA87PB02EAGIN" "2" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_2143" "0" "Fungi" "-244.767167037929" "Ascomycota" "-244.767167037929" "Lecanoromycetes" "-244.767167037929" "Rhizocarpales" "-244.767167037929" "Rhizocarpaceae" "-244.767167037929" "Rhizocarpon" "-244.767167037929" "Rhizocarpon" "-244.767167037929"
